Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-07-01 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-02 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-03 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-07 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-08 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-09 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-10 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-11 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-14 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-15 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-16 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-17 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-18 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-21 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-22 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-23 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-24 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-25 00:00:00-04:00,5.050341606140137,5.050341606140137,5.050341606140137,5.050341606140137,0,0.0,0.0
2014-07-28 00:00:00-04:00,5.257004867479528,5.377558708190918,5.257004867479528,5.377558708190918,375,0.0,0.0
2014-07-29 00:00:00-04:00,5.377558708190918,5.377558708190918,5.377558708190918,5.377558708190918,0,0.0,0.0
2014-07-30 00:00:00-04:00,5.377558708190918,5.377558708190918,5.377558708190918,5.377558708190918,0,0.0,0.0
2014-07-31 00:00:00-04:00,5.377558708190918,5.377558708190918,5.377558708190918,5.377558708190918,0,0.0,0.0
2014-08-01 00:00:00-04:00,5.377558708190918,5.377558708190918,5.377558708190918,5.377558708190918,0,0.0,0.0
2014-08-04 00:00:00-04:00,5.377558708190918,5.377558708190918,5.377558708190918,5.377558708190918,0,0.0,0.0
2014-08-05 00:00:00-04:00,5.377558708190918,5.377558708190918,5.377558708190918,5.377558708190918,0,0.0,0.0
2014-08-06 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,188,0.0,0.0
2014-08-07 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-08-08 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-08-11 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-08-12 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-08-13 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-08-14 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-08-15 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-08-18 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-08-19 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-08-20 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-08-21 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-08-22 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-08-25 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-08-26 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-08-27 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-08-28 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-08-29 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-09-02 00:00:00-04:00,5.153672695159912,5.153672695159912,5.153672695159912,5.153672695159912,0,0.0,0.0
2014-09-03 00:00:00-04:00,6.21282434463501,6.21282434463501,6.21282434463501,6.21282434463501,188,0.0,0.0
2014-09-04 00:00:00-04:00,6.21282434463501,6.21282434463501,6.21282434463501,6.21282434463501,0,0.0,0.0
2014-09-05 00:00:00-04:00,6.21282434463501,6.21282434463501,6.21282434463501,6.21282434463501,0,0.0,0.0
2014-09-08 00:00:00-04:00,6.21282434463501,6.21282434463501,6.21282434463501,6.21282434463501,0,0.0,0.0
2014-09-09 00:00:00-04:00,6.21282434463501,6.21282434463501,6.21282434463501,6.21282434463501,0,0.0,0.0
2014-09-10 00:00:00-04:00,6.21282434463501,6.21282434463501,6.21282434463501,6.21282434463501,0,0.0,0.0
2014-09-11 00:00:00-04:00,6.21282434463501,6.21282434463501,6.21282434463501,6.21282434463501,0,0.0,0.0
